CJY|37.75|38.16|-0.41|-0.0109|389342531
CKM|17.96|17.35|0.61|0.034|110632605
CKQ|35.63|40.24|-4.61|-0.1294|193138317
CKV|10.66|16.4|-5.74|-0.5385|3521987388
CLB|15.56|15.76|-0.2|-0.0129|616161446
CLD|52.56|48.31|4.25|0.0809|879905
CLM|26.5|27.63|-1.13|-0.0426|557452
CLX|11.38|12.17|-0.79|-0.0694|141755644
CMG|37.68|36.79|0.89|0.0236|9671086547
CMS|34.9|36.46|-1.56|-0.0447|127112729
CNC|100.43|102.5|-2.07|-0.0206|17746807
COH|33.87|32.55|1.32|0.039|2371087914
CPA|15.58|15.02|0.56|0.0359|16251916005
CPWA|2.67|2.62|0.05|0.0187|9894636
CQF|214.68|207.49|7.19|0.0335|87738452
CQQ|6.29|5.44|0.85|0.1351|8416814
CRAZ|151.61|156.89|-5.28|-0.0348|2475635
CRT|9.48|8.75|0.73|0.077|90584348
CSV|51.48|50.28|1.2|0.0233|88205378
CSX|404.12|406.51|-2.39|-0.0059|62778366
CSYU|10.26|9.87|0.39|0.038|1692040074
CTB|42.64|42.51|0.13|0.003|8546357914
CTW|22.47|18.9|3.57|0.1589|8279461
CTZ|23.22|24.13|-0.91|-0.0392|69019294
CUF|15.54|12.62|2.92|0.1879|53737512
CUHJ|30.75|31.76|-1.01|-0.0328|1040854627
CUO|1.16|1.15|0.01|0.0086|17828299
CVE|73.91|74.33|-0.42|-0.0057|9344116
CVN|47.34|48.36|-1.02|-0.0215|213439
CVP|11.73|11.31|0.42|0.0358|63637961
CVR|23.21|22.91|0.3|0.0129|384654
CWL|7.62|8.4|-0.78|-0.1024|2656307303
CWN|142.29|146.88|-4.59|-0.0323|68885029
CWY|4.81|5.22|-0.41|-0.0852|376679
CXD|24.08|23.78|0.3|0.0125|18618441
CXH|44.69|44.53|0.16|0.0036|278687396
CYD|25.23|28.11|-2.88|-0.1141|740439459
CYJ|19.45|20.44|-0.99|-0.0509|403990597
CYR|54.13|53.97|0.16|0.003|182451919
CYT|6.76|6.67|0.09|0.0133|608675
CZ|35.61|35.06|0.55|0.0154|826308
CZG|76.48|75.61|0.87|0.0114|3799630
DAOG|35.7|36.28|-0.58|-0.0162|2636203648
DAV|25.02|25.56|-0.54|-0.0216|527257
DCE|11.45|12.74|-1.29|-0.1127|121088806
DCJ|10.47|10.18|0.29|0.0277|14668151228
DCS|22.47|22.65|-0.18|-0.008|11537376
DCYK|20.25|20.35|-0.1|-0.0049|3898521
DDA|25.6|26.79|-1.19|-0.0465|8514220
DDL|23.27|22.38|0.89|0.0382|26061144
DFC|17.41|17.14|0.27|0.0155|606480662
DFG|23.77|21.75|2.02|0.085|49448051
DFS|48.85|43.41|5.44|0.1114|209051501
DFW|22.22|22.37|-0.15|-0.0068|19640762
DHN|21.45|21.48|-0.03|-0.0014|96174398
DHV|36.23|34.89|1.34|0.037|17066858
DJD|30.19|28.92|1.27|0.0421|1049743653
DJF|67.7|65.6|2.1|0.031|12716546479
DJM|12.88|11.18|1.7|0.132|12525490
DKA|13.92|15.89|-1.97|-0.1415|97425272
DKC|146.99|142.57|4.42|0.0301|31479780
DKJ|29.93|28.65|1.28|0.0428|2354506130
DKO|37.34|38.13|-0.79|-0.0212|370649054
DLE|21.27|21.62|-0.35|-0.0165|80754783
DLJ|27.25|28.6|-1.35|-0.0495|46015891
DLS|32.36|35.17|-2.81|-0.0868|2783027844
DLZ|158.12|158.96|-0.84|-0.0053|608772967
DNF|50.93|49.45|1.48|0.0291|73833527
DNFC|22.55|25.29|-2.74|-0.1215|90609469
DNKQ|16.27|16.05|0.22|0.0135|2481564379
DNR|10.42|10.32|0.1|0.0096|89199841
DNW|32.87|32.76|0.11|0.0033|79384090
DOVY|68.35|66.23|2.12|0.031|298130589
DPE|59.36|54.7|4.66|0.0785|46377787
DPI|5.75|5.68|0.07|0.0122|31137230
DPL|21.54|18.55|2.99|0.1388|71327805
DQPQ|12.48|12.49|-0.01|-0.0008|13687172
DQY|31.88|34.14|-2.26|-0.0709|156077340
DQZ|7.8|8.15|-0.35|-0.0449|19034856
DRG|11.23|10.57|0.66|0.0588|12100688
DRU|16.02|14.17|1.85|0.1155|190061365
DRXJ|51.03|54.21|-3.18|-0.0623|14720845
DSD|18.81|18.96|-0.15|-0.008|6451223
DSS|52.85|54.06|-1.21|-0.0229|111647288
DTQH|32.34|31.51|0.83|0.0257|95735390
DUH|14.78|14.86|-0.08|-0.0054|1342799952
DUY|19.3|18.33|0.97|0.0503|21905062
DV|11.68|11.26|0.42|0.036|8067946
DVA|289.63|261.14|28.49|0.0984|857781588
DVUH|22.22|21.75|0.47|0.0212|281575452
DWG|42.13|43.93|-1.8|-0.0427|15955310
DWO|9.4|9.5|-0.1|-0.0106|321644843
DWR|39.63|36.92|2.71|0.0684|192508879
DXG|6.17|5.83|0.34|0.0551|3423670
DXO|6.75|6.8|-0.05|-0.0074|148698245
DYI|56.15|56.26|-0.11|-0.002|10199581
DZC|21.92|21.76|0.16|0.0073|24654686
DZDE|9.46|8.9|0.56|0.0592|1383286
EAA|31.79|32.37|-0.58|-0.0182|13553172
EAWP|42.26|42.81|-0.55|-0.013|6272309
EB|33.1|33.8|-0.7|-0.0211|261915973
EBA|15.65|15.81|-0.16|-0.0102|1912818
EBE|45.05|50.83|-5.78|-0.1283|1116027240
EBY|54.03|52.83|1.2|0.0222|152186760
EDL|46.83|44.71|2.12|0.0453|5222125
EEJ|26.31|30.25|-3.94|-0.1498|2812227
EFA|3.72|3.75|-0.03|-0.0081|130691213
EFG|12.01|12.08|-0.07|-0.0058|36454672
EFI|114.3|106.63|7.67|0.0671|1442240410
EFO|10.14|9.3|0.84|0.0828|10304478
EFSN|36.22|35.71|0.51|0.0141|35186551
EGT|9.34|9.22|0.12|0.0128|79501849
EHC|54.06|53.21|0.85|0.0157|307212
EHRD|31.37|31.29|0.08|0.0026|5415772
EHT|8.74|9.33|-0.59|-0.0675|17207212
EHW|53.09|54.48|-1.39|-0.0262|5579807692
EJE|3.45|3.56|-0.11|-0.0319|1983569
EJK|19.91|20.6|-0.69|-0.0347|2007054
EJX|82.47|69.29|13.18|0.1598|4404724
ELN|1.86|2|-0.14|-0.0753|14000831
EMEH|9.23|9.24|-0.01|-0.0011|117807151971
EMFV|47.83|50.67|-2.84|-0.0594|506629564
EMO|22.96|21.69|1.27|0.0553|1324334663
EMOH|41.68|41.64|0.04|0.001|37818200
EMT|61.02|59.71|1.31|0.0215|1124405988
ENN|13.73|13.86|-0.13|-0.0095|9583812
ENP|28.25|30.14|-1.89|-0.0669|1576608994
EOA|42.04|41.42|0.62|0.0147|318739604
EOV|25.48|25.07|0.41|0.0161|341612350
EPAW|18.65|18.83|-0.18|-0.0097|71538629
EPL|49.24|50.55|-1.31|-0.0266|43216285
EPX|21.78|23.21|-1.43|-0.0657|112493477
EQR|111.74|92.87|18.87|0.1689|2342110908
ERC|4.02|4.15|-0.13|-0.0323|5027190
ERQ|13.83|13.77|0.06|0.0043|280232259
ETPT|1.58|1.59|-0.01|-0.0063|1758412119
ETU|28.39|26.8|1.59|0.056|1038510586
EUF|11.56|10.76|0.8|0.0692|523275797
EUG|112.4|108.66|3.74|0.0333|213168382
EUMZ|59.41|56.35|3.06|0.0515|286071618
EV|19.6|18.43|1.17|0.0597|380186027
EVB|6.29|6.61|-0.32|-0.0509|2992497
EVJ|95.64|97.63|-1.99|-0.0208|816725188
EWW|14.93|18.3|-3.37|-0.2257|254660052
EXM|75.56|77.79|-2.23|-0.0295|1452949433
EXMY|2.55|2.56|-0.01|-0.0039|237871327
EXW|36.74|32.19|4.55|0.1238|21419628
FBH|24.65|22.12|2.53|0.1026|354838427
FBIW|12.54|12.61|-0.07|-0.0056|14084101
FBN|20.14|20.27|-0.13|-0.0065|30611100
FBO|221.17|215.5|5.67|0.0256|8810294
FBT|13.42|13.35|0.07|0.0052|60662885
FCB|7.04|7.05|-0.01|-0.0014|1009029
FCLI|15.36|15.31|0.05|0.0033|460345509
FCQ|8.21|8.07|0.14|0.0171|259043756
FCZ|11.82|11.68|0.14|0.0118|31457752
FD|54.27|54.42|-0.15|-0.0028|15711430
FDS|34.67|32.89|1.78|0.0513|7060096
FEG|7.84|8.05|-0.21|-0.0268|254768003
FFE|23.97|23.41|0.56|0.0234|283610832
FGB|9.33|9.27|0.06|0.0064|6839379
FGE|4.7|4.8|-0.1|-0.0213|6753390
FHHF|7.13|7.14|-0.01|-0.0014|34872277
FHI|16.73|17.13|-0.4|-0.0239|168562196
FHR|46.16|47.56|-1.4|-0.0303|10670363
FII|17.16|17.33|-0.17|-0.0099|47221590
FJF|126.01|125.15|0.86|0.0068|1475335283
FKLS|11.5|11.45|0.05|0.0043|5918016
FLK|7.49|7.23|0.26|0.0347|22462110
FMBX|13.41|13.15|0.26|0.0194|88589110
FMTE|16.88|17.17|-0.29|-0.0172|602502
FMV|51.23|51.43|-0.2|-0.0039|55178023
FNC|18.77|19.4|-0.63|-0.0336|1701150122
FNDH|8.01|8.06|-0.05|-0.0062|12545516
FNF|175.96|178.03|-2.07|-0.0118|22738681
FOC|20.61|20.6|0.01|0.0005|278678
FOJ|9.85|9.4|0.45|0.0457|766774103
FPC|91.94|90.35|1.59|0.0173|7488095001
FRB|30.3|30.62|-0.32|-0.0106|11553206
FRL|26.81|26.92|-0.11|-0.0041|57797574
FSAN|19.5|18.43|1.07|0.0549|2558604
FSO|16.46|18.25|-1.79|-0.1087|14160828
FTBB|12.4|12.32|0.08|0.0065|93529
FTDL|16.22|16.97|-0.75|-0.0462|48612716
FVG|16.89|17.06|-0.17|-0.0101|40524981
FVO|18.56|18.33|0.23|0.0124|60400213
FVY|366.95|358.69|8.26|0.0225|379589730
FWJ|28.57|26.27|2.3|0.0805|5078464
FWO|53.37|51.95|1.42|0.0266|2795667148
FXDI|18.03|16.82|1.21|0.0671|917019595
FXI|81.11|70.43|10.68|0.1317|463396049
FXV|54.36|59.66|-5.3|-0.0975|25188185
FXW|44.4|42.34|2.06|0.0464|13968752
FYM|34.22|35.52|-1.3|-0.038|1786571
FYNS|8.33|8.12|0.21|0.0252|1314639881
FZB|39.61|36.99|2.62|0.0661|56280347
FZI|104.59|118|-13.41|-0.1282|428332647
FZL|30.92|30.05|0.87|0.0281|185719649
FZN|20.15|20.32|-0.17|-0.0084|319798626
FZRQ|11.54|11.93|-0.39|-0.0338|37961890
GAO|36.87|37.13|-0.26|-0.0071|34531888
GBB|24.38|24|0.38|0.0156|15851849
GBI|24.18|24.2|-0.02|-0.0008|56447174
GBO|23.02|22.58|0.44|0.0191|193032028
GBY|134.68|133.22|1.46|0.0108|15244432282
GCMP|21.83|23.46|-1.63|-0.0747|13307916
GCO|45.52|50.21|-4.69|-0.103|145970746
GDI|21.94|22.07|-0.13|-0.0059|7942090369
GDJ|7.64|7.73|-0.09|-0.0118|5876997
GEX|25.07|24.65|0.42|0.0168|3175966
GF|8.75|9.73|-0.98|-0.112|3339672
GFD|6.85|6.67|0.18|0.0263|1102890984
GFOT|14.48|13.45|1.03|0.0711|5333006059
GFQ|4.97|5.01|-0.04|-0.008|68365352
GG|23.08|22.55|0.53|0.023|1097491621
GGI|50.54|50.61|-0.07|-0.0014|24850380
GGU|30.66|30.09|0.57|0.0186|52268887
GGX|13.52|13.26|0.26|0.0192|20215375
GHET|35.24|35.35|-0.11|-0.0031|76832007
GIMA|49.51|52.47|-2.96|-0.0598|984926
GIQ|9.29|9.29|0|0|145151592
GIW|5.84|5.74|0.1|0.0171|295670663
GIX|1.79|1.68|0.11|0.0615|66800984
GJQ|37.23|37.16|0.07|0.0019|2145412
GKC|162.31|166.91|-4.6|-0.0283|15045119
GKF|46.08|46.39|-0.31|-0.0067|18042514
GKI|10.58|10.22|0.36|0.034|39977641
GKW|30.66|25.44|5.22|0.1703|8614724776
GLCP|2.05|2.1|-0.05|-0.0244|3605506
GLG|1.99|1.99|0|0|5398593
GLY|14.71|18.08|-3.37|-0.2291|89094824
GME|17.86|17.76|0.1|0.0056|107413258
GMO|47.94|47.26|0.68|0.0142|12721405
GMQ|10.78|10.68|0.1|0.0093|2812676
GNV|23.76|25.39|-1.63|-0.0686|2168018
GPK|50.92|49.74|1.18|0.0232|98174036
GPW|53|53.47|-0.47|-0.0089|97064700
GQ|5.85|6.17|-0.32|-0.0547|17557067
GQAY|126.41|126.35|0.06|0.0005|4948463
GRC|60.73|60|0.73|0.012|63971738
GSJM|28.43|28.24|0.19|0.0067|43756934
GSM|10.17|10.59|-0.42|-0.0413|248187
GTK|16.66|15.91|0.75|0.045|13946726
GTS|30.98|30.37|0.61|0.0197|53264137
GVI|53.02|54.03|-1.01|-0.019|24307201
GWF|9.69|9.42|0.27|0.0279|2314487
GWG|10.04|10.73|-0.69|-0.0687|1217185032
GWL|59.31|59|0.31|0.0052|32731514
GWY|67.66|65.82|1.84|0.0272|282878
GYD|5.45|5.17|0.28|0.0514|580940026
GYO|16.88|17.63|-0.75|-0.0444|233337572
GZS|3.48|3.46|0.02|0.0057|440771792
GZW|9.95|8.83|1.12|0.1126|2920127
HBWV|18.32|19.47|-1.15|-0.0628|1520997
HBX|8.72|8.01|0.71|0.0814|568610089
HCIZ|13.93|12.67|1.26|0.0905|240333960
HCJ|19.02|19.19|-0.17|-0.0089|729294323
HDSM|11.42|12.46|-1.04|-0.0911|314102795
HEB|33.75|33.09|0.66|0.0196|29346645
HEG|4.6|4.58|0.02|0.0043|34973286
HEGF|16.12|15.19|0.93|0.0577|28876839
HETZ|58.57|56.7|1.87|0.0319|2474627199
HFB|9.46|9.42|0.04|0.0042|190372746
HFFB|101.17|109.48|-8.31|-0.0821|766113395
HFN|25.69|25.85|-0.16|-0.0062|1528818301
HFP|10.3|10.32|-0.02|-0.0019|41504947
HFW|82.35|82.98|-0.63|-0.0077|105434728
HFX|19.73|19.71|0.02|0.001|2393294771
HGIW|12.5|12.5|0|0|734961281
HGK|10.83|10.24|0.59|0.0545|35028676
HGN|136.16|135.37|0.79|0.0058|1005741
HHN|7.43|8.35|-0.92|-0.1238|626294371
HIQE|4.8|4.9|-0.1|-0.0208|18429474
HIU|16.05|15.8|0.25|0.0156|609810308
HIWV|25.36|25.08|0.28|0.011|73470168
HIZA|12.54|11.22|1.32|0.1053|13773290
HJC|10.75|10.13|0.62|0.0577|123362590
HJIU|4.79|4.92|-0.13|-0.0271|12395951
HJY|3.31|3.28|0.03|0.0091|722031005
HJZ|13.47|10.68|2.79|0.2071|237465490
HK|47.63|48.79|-1.16|-0.0244|249508734657
HLG|7.82|6.72|1.1|0.1407|1572218946
HLMJ|10.47|10.36|0.11|0.0105|319576244
HLOG|2.5|2.41|0.09|0.036|67077254
HLW|34.38|34.61|-0.23|-0.0067|46452032
HMV|21.79|21.34|0.45|0.0207|188928558
HNC|108.61|108.13|0.48|0.0044|18034873776
HQD|13.19|12.98|0.21|0.0159|636802
HQF|7.72|7.43|0.29|0.0376|1225226490
HQO|8.79|8.47|0.32|0.0364|15879232
HRL|254.93|255.88|-0.95|-0.0037|501209969
HRP|30.04|29.5|0.54|0.018|112051521
HRT|9.5|9.56|-0.06|-0.0063|1175086
HRV|74.23|72.44|1.79|0.0241|19657305065
HSDT|21.99|22.29|-0.3|-0.0136|32339525
HSE|14.48|13.8|0.68|0.047|169151493
HUC|36.48|35.89|0.59|0.0162|129165017
HUCF|18.23|18.22|0.01|0.0005|89533561
HWX|17.73|16.06|1.67|0.0942|829255
HX|14.78|14.98|-0.2|-0.0135|13094432
HXN|18.64|18.41|0.23|0.0123|148408105
HXZE|3.78|3.93|-0.15|-0.0397|370947021
HYUQ|19.47|18.99|0.48|0.0247|122461612
HZEZ|136.13|133.67|2.46|0.0181|183621787
IAG|20.93|23.4|-2.47|-0.118|107642468
IAL|5.77|5.71|0.06|0.0104|43288048
IARX|45.74|45.14|0.6|0.0131|1552489
IAS|1.94|2.09|-0.15|-0.0773|700941334
ICG|13.24|12.76|0.48|0.0363|22881290
ICXU|7.06|6.93|0.13|0.0184|268010094
IDBU|11.16|11.06|0.1|0.009|169861145
IDMQ|47.85|49.47|-1.62|-0.0339|17249286
IDZP|48.37|47.5|0.87|0.018|654768885
IEB|2.13|2.11|0.02|0.0094|99062048
IEGY|8.26|8.29|-0.03|-0.0036|3046984
IEL|52.96|53.62|-0.66|-0.0125|26307864955
IEYJ|71.4|64.73|6.67|0.0934|2560178
IEZ|39.06|36.93|2.13|0.0545|35238170
IFA|66.03|65.72|0.31|0.0047|1501561831
IFH|9.17|8.39|0.78|0.0851|751200033
IFM|18.6|18.18|0.42|0.0226|110467213
IFW|74.79|73.5|1.29|0.0172|67089469
IFY|71.97|78.39|-6.42|-0.0892|81555219
IGDO|20.68|20.36|0.32|0.0155|20398555
IGJL|19.57|20.71|-1.14|-0.0583|239365981
IHA|8.2|8.27|-0.07|-0.0085|1941404
IHU|88.17|87.88|0.29|0.0033|87578175
IIH|124.64|112.66|11.98|0.0961|4542166
IIP|62.65|65.88|-3.23|-0.0516|582875219
IJWF|15.64|15.56|0.08|0.0051|87406893
IJZ|81.99|84.9|-2.91|-0.0355|1266044985
IKKY|7.2|7.16|0.04|0.0056|32925762
IKR|14.62|14.05|0.57|0.039|1613213665
ILAB|97.93|93.16|4.77|0.0487|4198969
ILH|52.31|49.3|3.01|0.0575|101527444
ILQ|26|26.5|-0.5|-0.0192|38967774
ILV|57.79|60.59|-2.8|-0.0485|46782370
IME|38.12|38.18|-0.06|-0.0016|3687985
IMR|113.66|139.09|-25.43|-0.2237|138984883
INHF|11.86|11.73|0.13|0.011|2460569
INJ|13.71|14.4|-0.69|-0.0503|1483357
IOHH|5.19|5.14|0.05|0.0096|13012244
IOL|22.43|22.21|0.22|0.0098|100742876
IPY|21.71|23.65|-1.94|-0.0894|27978453
IQOD|12.54|13.79|-1.25|-0.0997|7053067618
IRF|29.77|30.41|-0.64|-0.0215|1602778139
IRI|23.35|22.8|0.55|0.0236|589991999
ISDO|10.98|11.01|-0.03|-0.0027|56656738
ISGH|27.81|25.15|2.66|0.0956|344198730
ISQQ|16.65|16.63|0.02|0.0012|11445940
ITB|80|80.54|-0.54|-0.0068|21474273
ITE|19.82|20.49|-0.67|-0.0338|99341797
ITL|4.05|4.06|-0.01|-0.0025|66712023
ITY|8.77|8.97|-0.2|-0.0228|2042318599
IUA|9.94|11.01|-1.07|-0.1076|94102685
IUOZ|19.38|19.43|-0.05|-0.0026|1247182986
IUQ|10.61|10.72|-0.11|-0.0104|10623825
IUZ|35.1|35.43|-0.33|-0.0094|2934872
IVT|19.43|19.13|0.3|0.0154|15333095
IWNU|12.37|12.98|-0.61|-0.0493|33187845
IXBJ|3.52|3.52|0|0|1053682
IXL|29.5|29.73|-0.23|-0.0078|652781319
IXR|39.24|40.56|-1.32|-0.0336|384896228
IYD|22.36|23.34|-0.98|-0.0438|6448573
IYY|2.77|2.59|0.18|0.065|2697397
IZBJ|23.37|23.43|-0.06|-0.0026|259454635
IZCA|25.8|25|0.8|0.031|6480882
IZO|27.79|25.94|1.85|0.0666|2235520819
IZOT|88.39|92.01|-3.62|-0.041|13029400
IZR|13.45|12.72|0.73|0.0543|1048487233
JAJ|16.18|15.75|0.43|0.0266|2200298330
JAO|73.02|70.75|2.27|0.0311|367939859
JAOY|15.47|13.35|2.12|0.137|548059965
JBB|17.32|17.26|0.06|0.0035|57151626
JBY|6.77|7.02|-0.25|-0.0369|82370377
JBZF|13.28|11.87|1.41|0.1062|11343634804
JCG|110.68|99.46|11.22|0.1014|23053900
JCQ|9.5|10.12|-0.62|-0.0653|92100222
JCS|10.71|11|-0.29|-0.0271|1356989115
JCWB|3.99|3.72|0.27|0.0677|9140257218
JDGU|11.22|11.53|-0.31|-0.0276|62655814
JDS|19.24|18.55|0.69|0.0359|105109700
JDY|24.48|22.07|2.41|0.0984|5139459
JEJ|115.2|114.3|0.9|0.0078|38703914
JEX|13.16|12.41|0.75|0.057|455215437
JFJ|56.42|55.56|0.86|0.0152|12924784
JFK|17.62|18.93|-1.31|-0.0743|517381269
JFL|26.52|27.29|-0.77|-0.029|218317709
JFX|14.78|14.77|0.01|0.0007|21602569
JGG|25.63|26.18|-0.55|-0.0215|4127230
JGJ|147.77|142.86|4.91|0.0332|160161979
JGY|19.64|21.61|-1.97|-0.1003|2572535
JH|12.76|12.86|-0.1|-0.0078|24028256
JHP|23.36|23.91|-0.55|-0.0235|28860599
JIO|20.82|20.86|-0.04|-0.0019|26209825
JJGI|111.91|118.23|-6.32|-0.0565|18374898
JJI|7.2|7.21|-0.01|-0.0014|175798121
JKH|1.96|1.97|-0.01|-0.0051|179543054
JKL|13.69|13.08|0.61|0.0446|29192798
JKM|67.81|68.88|-1.07|-0.0158|4875230
JKNM|57.51|57.7|-0.19|-0.0033|765957330
JKO|76.07|87.38|-11.31|-0.1487|301427
JKQ|29.1|27.59|1.51|0.0519|2868444059
JKR|51.52|50.44|1.08|0.021|54658290
JKS|15.5|14.93|0.57|0.0368|26457518
JLG|21.5|20.75|0.75|0.0349|26376221
JLI|8.9|10.19|-1.29|-0.1449|1013757403
JLZO|23.02|22.88|0.14|0.0061|38503495
JMA|26.38|27.57|-1.19|-0.0451|69807103
JMCA|84.53|83.13|1.4|0.0166|61614855
JMG|53.84|54.46|-0.62|-0.0115|206871317
JMX|37.15|38.09|-0.94|-0.0253|343738633
JN|17.18|17.65|-0.47|-0.0274|375836
JNBK|13.12|13.19|-0.07|-0.0053|3176776194
JNG|61.53|62.33|-0.8|-0.013|106082513
JOCP|6.43|6.52|-0.09|-0.014|7055397
